EmployeeID,Age,TotalWorkingYears,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,MonthlyRate,JobInvolvement,JobRole,JobLevel,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,Shift,WorkLifeBalance,PercentSalaryHike,MaritalStatus,Attrition
1551168,34,6,6274,No,2,6,18686,3,Nurse,2,5,1,4,4,0,3,22,Single,No
1699666,55,24,19859,Yes,2,5,21199,3,Other,5,2,1,4,4,1,3,13,Married,Yes
1521095,36,10,7587,No,8,10,14229,2,Nurse,3,7,0,9,1,0,3,15,Single,No
1224712,52,5,4258,No,19,4,26589,3,Other,1,3,1,2,4,1,3,18,Married,No
1238998,26,5,4364,No,1,2,5288,1,Nurse,1,2,2,0,1,1,3,14,Divorced,No
1541532,29,11,4335,No,27,8,25549,3,Nurse,2,7,1,1,2,1,2,12,Married,No
1152345,26,6,5326,No,8,4,3064,2,Nurse,2,3,1,2,4,0,2,17,Single,Yes
1830116,34,10,3280,No,1,4,13551,4,Other,1,2,1,3,2,0,3,16,Single,No
1755563,54,9,5485,Yes,19,5,22670,3,Therapist,2,3,1,4,4,2,3,11,Divorced,No
1660820,27,5,4342,No,8,4,24008,3,Nurse,2,2,1,1,3,1,3,19,Married,No
1150067,37,6,2782,Yes,10,5,19905,3,Other,1,3,4,3,4,2,2,13,Divorced,No
1862559,38,17,5980,Yes,2,15,26085,4,Therapist,2,7,4,12,1,0,3,12,Single,No
1107380,34,6,4381,No,2,6,7530,2,Other,1,5,1,3,3,0,3,11,Single,No
1734641,35,3,2572,No,8,3,20317,3,Other,1,2,0,2,1,1,2,16,Married,No
1298935,30,7,3833,No,1,2,24375,1,Nurse,1,2,0,2,4,2,3,21,Married,No
1025177,40,8,4244,No,2,8,9931,4,Nurse,2,7,3,7,3,1,3,24,Married,No
1546242,34,6,6500,No,8,3,13305,3,Nurse,2,2,1,2,3,1,3,17,Married,No
1288565,42,24,18430,No,8,24,16225,3,Other,5,7,14,9,2,1,2,13,Divorced,No
1572087,23,1,1601,Yes,6,0,3445,4,Nurse,1,0,0,0,3,2,3,21,Married,Yes
1451315,24,1,2694,No,9,1,26551,2,Nurse,1,0,0,0,3,3,3,11,Divorced,No
1755899,52,9,3149,No,11,5,21821,3,Nurse,2,2,1,4,4,1,3,20,Married,No
1330421,50,30,17639,No,2,4,6881,3,Administrative,4,3,0,3,3,0,3,16,Married,No
1187355,29,1,2319,Yes,1,1,6689,2,Nurse,1,0,0,0,2,1,3,11,Married,Yes
1297416,33,14,11691,No,7,13,25995,3,Administrative,3,9,3,7,3,0,4,11,Married,No
1161558,33,6,5324,No,16,3,26507,3,Nurse,2,2,0,2,1,0,3,15,Single,Yes
1069822,47,26,16752,Yes,2,26,12982,3,Other,4,14,3,0,3,1,2,11,Married,No
1418243,36,10,5228,No,1,9,23361,3,Therapist,2,7,0,5,3,1,3,15,Married,No
1312456,29,10,2700,No,23,10,23779,4,Other,1,7,0,7,3,1,3,24,Married,No
1294456,58,40,19246,Yes,2,31,25761,3,Administrative,5,15,13,8,4,0,3,12,Single,Yes
1637745,35,7,2506,No,1,2,13301,4,Other,1,2,2,2,4,0,3,13,Single,No
1307498,42,8,6062,Yes,1,4,4051,2,Therapist,2,3,0,2,4,1,3,13,Married,No
1759857,28,5,4382,No,2,2,16374,3,Other,1,2,2,1,3,0,2,17,Single,No
1675215,36,8,2143,No,13,5,25527,3,Other,1,2,0,4,3,1,3,13,Married,No
1845955,32,14,6162,No,4,14,19124,2,Therapist,2,13,6,8,3,1,3,12,Married,No
1178013,40,10,5094,No,16,1,11983,2,Nurse,2,0,0,0,1,0,3,14,Single,No
1266910,30,12,6877,Yes,2,0,20234,2,Therapist,2,0,0,0,3,0,2,24,Single,No
1643001,45,1,2274,No,2,1,6153,2,Other,1,0,0,0,2,0,3,14,Single,No
1804767,42,10,4434,No,29,9,11806,3,Therapist,2,8,7,8,2,1,2,13,Married,No
1686305,38,13,6288,No,12,4,4284,2,Nurse,2,3,1,2,1,1,2,15,Divorced,No
1375250,34,6,2553,No,16,5,8306,2,Other,1,2,1,3,3,0,3,16,Single,No
1744940,49,9,7654,No,11,9,5860,3,Nurse,3,8,7,7,3,2,4,18,Married,No
1545377,55,12,5160,No,2,9,21519,3,Nurse,2,7,7,3,3,0,2,16,Single,No
1282527,43,22,17159,No,14,4,5200,3,Administrative,4,1,1,0,2,1,3,24,Married,No
1266242,27,9,12808,Yes,5,9,8842,2,Administrative,3,8,0,8,3,1,3,16,Divorced,No
1668361,35,17,10221,No,7,8,18869,3,Therapist,3,5,1,6,3,0,4,21,Single,No
1574775,28,8,4779,Yes,2,8,3698,3,Nurse,2,7,7,5,2,0,3,20,Married,No
1822365,34,4,3737,No,3,3,2243,3,Other,1,2,0,2,3,1,1,19,Married,No
1082176,26,8,2366,Yes,5,8,20898,2,Other,1,7,1,7,3,1,3,14,Married,Yes
1415673,27,0,1706,No,3,0,16571,3,Other,1,0,0,0,4,3,2,11,Married,No
1455518,51,29,16307,No,26,20,5594,3,Administrative,4,6,4,17,1,1,2,14,Married,No
1117532,44,10,5933,No,4,5,5197,3,Nurse,2,2,2,3,4,0,2,12,Single,No
1450149,25,6,3424,No,2,4,21632,4,Other,1,3,0,1,1,0,2,13,Single,No
1826341,33,9,4037,No,1,9,21816,4,Nurse,2,8,0,8,1,1,3,22,Divorced,No
1276016,35,6,2559,No,27,6,17852,2,Other,1,5,1,1,3,0,2,11,Single,No
1193450,36,18,6201,Yes,1,18,2823,3,Nurse,2,14,4,11,2,1,2,14,Married,No
1119237,32,8,4403,No,13,5,9250,3,Nurse,2,2,0,3,2,1,2,11,Divorced,No
1077496,30,10,3761,No,5,5,2373,2,Other,1,4,0,3,2,1,2,12,Divorced,No
1689022,53,35,10934,Yes,7,5,20715,2,Nurse,3,2,0,4,1,1,3,18,Married,No
1580740,45,18,10761,Yes,9,5,19239,3,Nurse,3,4,0,2,4,1,3,12,Divorced,No
1214731,32,9,5175,No,8,5,22162,4,Other,2,3,1,3,3,1,2,12,Married,No
1501967,52,31,13826,No,25,9,19028,2,Therapist,4,8,0,0,3,0,3,22,Married,No
1659259,37,9,6334,No,16,1,24558,2,Nurse,2,0,0,0,4,2,3,19,Divorced,No
1851689,28,6,4936,No,8,5,23965,2,Other,1,1,0,4,2,1,3,13,Divorced,No
1578894,22,4,4775,No,1,2,19146,2,Therapist,2,2,2,2,4,2,1,22,Married,No
1147768,44,10,2818,Yes,8,3,5044,4,Nurse,1,2,0,2,1,1,2,24,Married,No
1341422,42,8,2515,Yes,2,2,9068,3,Other,1,1,2,2,2,0,3,14,Single,No
1524503,36,6,2342,No,8,5,8635,2,Other,1,4,0,3,1,0,3,21,Married,No
1643524,25,5,4194,Yes,3,5,14363,3,Nurse,2,3,0,3,3,0,3,18,Married,No
1330630,35,17,10685,Yes,9,17,23457,2,Therapist,3,14,5,15,4,1,3,20,Married,No
1050771,35,10,2022,Yes,25,10,16612,3,Other,1,2,7,8,4,1,2,19,Divorced,Yes
1864456,32,4,2314,No,1,3,9148,3,Nurse,1,0,0,2,4,1,3,12,Divorced,No
1252375,25,5,4256,No,4,5,18154,2,Nurse,2,2,0,3,3,0,4,12,Married,No
1127921,49,7,3580,No,1,4,10554,3,Other,1,2,0,2,3,1,3,16,Married,No
1122784,24,6,3162,No,4,5,10778,2,Nurse,1,2,3,4,1,0,2,17,Married,No
1767740,32,10,6524,No,5,10,8891,3,Nurse,2,8,5,3,2,1,3,14,Married,No
1740909,38,3,2899,No,9,2,12102,2,Other,1,2,1,2,2,1,3,19,Married,No
1395500,42,17,5231,Yes,3,5,23726,4,Nurse,2,3,1,3,3,1,2,13,Married,No
1253827,31,8,2356,Yes,11,6,14871,3,Other,1,4,0,2,4,1,3,19,Married,No
1329687,29,5,2800,Yes,1,3,23522,2,Other,1,2,0,2,2,3,3,19,Divorced,Yes
1221211,53,28,11836,No,8,2,22789,3,Nurse,4,0,2,2,1,1,3,14,Married,No
1731227,35,16,10903,No,25,13,9129,2,Therapist,3,10,4,8,4,0,3,16,Married,No
1716658,37,10,2973,No,21,5,21222,3,Other,1,4,0,0,3,1,3,15,Married,No
1856275,53,33,14275,No,23,12,20206,3,Administrative,4,9,3,8,4,0,3,18,Single,No
1780189,43,12,5562,No,1,5,21782,3,Nurse,2,2,2,2,4,1,2,13,Married,No
1662886,47,8,4537,Yes,2,7,17783,3,Nurse,2,6,7,7,3,1,3,22,Married,No
1455944,37,10,7642,Yes,19,10,4814,3,Nurse,3,0,0,9,1,0,3,13,Single,No
1597875,50,31,17924,No,2,31,4544,3,Other,4,6,14,7,1,1,3,11,Divorced,No
1514580,39,13,5204,No,2,5,7790,2,Other,2,4,0,4,4,2,3,11,Married,No
1457833,33,7,2277,Yes,3,4,22650,3,Other,1,3,0,3,4,1,4,11,Divorced,No
1406364,32,1,2795,Yes,25,1,18016,3,Nurse,1,0,0,1,1,0,1,24,Single,Yes
1574807,29,8,2532,No,7,4,6054,2,Nurse,1,3,0,3,1,3,3,14,Divorced,No
1423464,44,8,2559,Yes,9,8,7508,3,Other,1,7,7,1,2,0,3,13,Married,No
1592499,28,4,4908,No,5,4,24252,3,Nurse,2,2,0,2,1,0,3,14,Single,No
1870106,58,3,2380,Yes,2,1,13384,2,Nurse,1,0,0,0,4,1,2,14,Divorced,Yes
1860698,43,4,4765,No,8,1,23814,3,Therapist,2,0,0,0,1,1,4,21,Divorced,No
1334434,20,2,2044,No,2,2,22052,2,Other,1,2,0,2,3,0,2,13,Single,Yes
1657594,21,1,2693,No,18,1,8870,3,Other,1,0,0,0,4,0,2,19,Single,Yes
1497902,36,17,6586,Yes,14,16,4821,3,Nurse,2,8,4,11,3,1,2,17,Married,No
1289682,47,3,3294,Yes,2,3,13137,2,Other,1,2,1,2,4,0,2,18,Single,No
1185964,22,4,4171,Yes,3,3,10022,3,Therapist,2,2,0,2,2,1,4,19,Married,No
1179676,41,10,2778,Yes,2,7,17725,1,Nurse,1,7,1,0,2,1,2,13,Divorced,Yes
1034373,28,6,2377,No,9,2,9834,3,Other,1,2,2,2,3,1,3,18,Divorced,No
1126499,39,8,2404,Yes,6,2,4303,3,Nurse,1,2,2,2,4,0,1,21,Married,Yes
1334359,27,1,2318,No,4,1,17808,3,Other,1,1,0,0,2,0,3,19,Single,No
1254150,34,1,2008,No,10,1,6896,3,Nurse,1,0,1,0,2,2,3,14,Divorced,No
1206644,42,10,6244,No,14,5,7824,2,Nurse,2,4,0,3,3,0,3,17,Single,No
1766963,33,6,2799,Yes,1,3,3339,2,Other,1,2,0,2,3,0,3,11,Single,No
1795081,58,24,10552,Yes,5,6,9255,2,Nurse,3,0,0,4,3,1,3,13,Divorced,No
1213565,31,13,2329,No,7,7,11737,2,Other,1,7,5,2,2,0,4,15,Married,No
1416487,35,10,4014,Yes,21,10,19170,3,Nurse,2,6,0,7,4,1,1,25,Married,No
1314640,49,29,7403,No,8,26,22477,3,Nurse,3,9,1,7,1,1,2,11,Married,No
1186466,48,13,2259,No,20,0,5543,3,Other,1,0,0,0,4,2,2,17,Married,No
1749032,31,9,6932,No,20,9,24406,3,Nurse,2,8,0,0,4,1,2,13,Married,No
1674536,36,8,4678,No,7,6,23293,3,Other,1,2,0,1,2,0,3,18,Single,No
1327078,38,15,13582,No,1,15,16292,3,Administrative,3,12,5,11,4,1,3,13,Married,No
1738679,32,5,2332,No,1,3,3974,2,Nurse,1,0,0,2,3,0,3,20,Married,No
1117151,25,1,2413,Yes,19,1,18798,2,Other,1,0,0,0,3,3,3,18,Married,Yes
1732657,40,11,9705,No,10,1,20652,2,Nurse,3,0,0,0,1,1,2,12,Divorced,No
1840229,26,7,4294,No,1,7,11148,2,Nurse,2,7,0,7,3,0,3,12,Single,No
1179217,41,20,4721,Yes,6,18,3119,3,Nurse,1,13,2,17,4,0,3,13,Single,No
1612583,36,16,2519,No,2,11,12287,3,Nurse,1,8,3,9,3,0,3,21,Single,No
1115854,19,1,2121,Yes,21,1,9947,2,Other,1,0,0,0,4,0,4,13,Single,Yes
1306693,20,1,2973,No,4,1,13008,3,Nurse,1,0,0,0,1,0,3,19,Single,Yes
1142961,31,10,5855,Yes,12,9,17369,3,Nurse,2,7,8,5,4,2,1,11,Married,No
1578228,40,3,3617,Yes,9,1,25063,3,Other,1,1,0,0,4,1,3,14,Divorced,No
1607811,32,8,6725,No,3,8,13554,3,Therapist,2,7,6,3,3,1,4,12,Married,No
1157826,36,16,10325,Yes,3,16,5518,2,Nurse,3,7,3,7,3,1,3,11,Married,No
1863388,33,6,6949,No,1,5,12291,2,Nurse,2,0,1,4,2,0,3,14,Single,No
1818424,37,17,10609,No,1,14,14922,2,Nurse,3,1,11,7,1,0,1,11,Married,Yes
1707397,45,9,4447,No,4,9,23163,3,Nurse,2,7,0,8,3,0,2,12,Married,No
1742953,29,3,2157,No,20,3,18203,3,Other,1,1,0,2,3,1,3,15,Married,No
1416528,35,5,4601,No,18,5,6179,3,Nurse,2,2,1,0,3,0,3,16,Married,No
1376209,52,26,17099,No,1,9,13829,3,Other,4,8,7,8,4,1,2,15,Married,No
1238813,58,7,2479,No,2,1,26227,3,Other,1,0,0,0,4,0,3,24,Single,No
1715239,53,22,14852,No,2,17,13938,3,Administrative,4,13,15,2,3,1,4,13,Divorced,No
1688979,30,10,7264,No,8,8,9977,3,Nurse,3,4,7,7,3,1,4,11,Divorced,No
1297623,38,6,5666,Yes,10,5,19899,3,Nurse,2,3,1,3,3,0,3,13,Single,No
1685947,35,12,7823,No,3,10,6812,3,Nurse,3,9,0,8,4,1,3,13,Divorced,No
1785279,39,9,7880,No,2,8,2560,4,Nurse,3,7,0,7,1,0,3,18,Single,No
1378606,40,22,13194,Yes,24,1,17071,4,Nurse,4,0,0,0,2,0,2,16,Single,Yes
1118201,47,20,5067,Yes,16,19,6759,4,Therapist,2,10,2,7,3,0,4,19,Divorced,No
1866341,36,12,5079,No,8,7,25952,3,Nurse,2,7,0,7,1,2,3,13,Divorced,No
1649317,31,4,2321,Yes,9,3,10322,2,Other,1,2,1,2,3,0,3,22,Single,Yes
1281310,33,10,17444,No,17,10,20489,3,Administrative,4,8,6,0,4,0,3,11,Single,No
1658398,29,3,2404,Yes,10,0,11479,2,Other,1,0,0,0,4,0,3,20,Single,Yes
1462108,33,5,3452,No,13,3,17241,3,Other,1,2,0,2,2,0,3,18,Single,No
1790357,45,8,2270,No,1,5,11005,3,Nurse,1,3,0,2,4,2,3,14,Divorced,No
1752868,50,32,17399,No,1,5,6615,3,Administrative,4,4,1,3,4,1,2,22,Divorced,No
1324348,33,6,5488,Yes,1,6,20161,4,Nurse,2,5,1,2,3,1,3,13,Married,No
1576599,41,21,19419,No,9,18,3735,3,Administrative,5,16,0,11,1,1,4,17,Divorced,No
1381113,27,4,2811,No,16,2,12086,3,Nurse,1,2,2,2,3,1,3,14,Married,No
1591865,45,9,3633,Yes,23,9,14039,3,Nurse,2,8,0,8,4,1,3,15,Married,No
1321447,47,9,4163,Yes,4,9,8571,3,Nurse,2,0,0,7,4,0,3,17,Single,No
1034220,30,7,2132,Yes,22,5,11539,3,Other,1,2,0,1,1,0,3,11,Married,Yes
1359967,50,22,13973,Yes,24,12,4161,3,Therapist,4,11,1,5,4,1,3,18,Married,No
1662076,38,3,2684,No,10,2,12127,3,Other,1,1,0,2,3,1,2,17,Married,No
1555678,46,13,10845,No,7,8,24208,3,Therapist,3,7,0,7,4,1,3,13,Divorced,No
1071870,24,5,4377,No,17,4,24117,2,Therapist,2,2,3,2,4,2,3,15,Divorced,No
1690577,35,5,3743,Yes,14,4,10074,2,Nurse,1,2,0,2,3,1,1,24,Divorced,Yes
1109596,31,4,4148,No,1,4,11275,3,Therapist,2,3,0,3,3,1,3,12,Married,No
1483743,18,0,1051,No,5,0,13493,3,Other,1,0,0,0,2,0,3,15,Single,No
1100306,54,22,10739,No,17,10,13943,3,Therapist,3,7,0,8,3,1,3,11,Married,No
1667869,35,16,10388,Yes,25,16,6975,3,Nurse,3,10,10,1,3,1,2,11,Divorced,No
1079832,30,9,11416,Yes,8,8,17802,4,Administrative,3,7,1,7,2,3,2,12,Married,No
1236529,20,1,2600,Yes,11,1,18275,2,Other,1,0,0,0,4,0,3,15,Single,Yes
1233733,30,4,2422,No,5,3,25725,3,Nurse,1,2,1,2,2,0,3,17,Single,No
1824641,26,8,5472,No,2,8,3334,4,Therapist,2,7,1,3,4,0,3,12,Married,No
1559236,22,4,2451,No,8,4,6881,1,Nurse,1,3,1,1,2,1,2,15,Married,No
1362920,48,19,4240,No,6,2,13119,2,Nurse,2,2,2,2,1,0,3,13,Single,No
1374656,48,27,10999,No,4,15,22245,2,Nurse,3,11,4,8,3,0,3,14,Single,No
1541429,41,8,5003,No,7,2,23371,3,Therapist,2,2,2,1,4,0,3,14,Single,No
1383639,27,4,4227,No,2,3,4658,3,Therapist,2,2,2,2,1,1,3,18,Married,No
1631280,35,3,3917,No,10,3,9541,3,Nurse,1,2,1,2,2,1,2,20,Divorced,No
1212094,42,21,18303,No,5,1,7770,3,Administrative,5,0,0,0,4,0,4,13,Married,No
1509823,50,8,2380,No,9,1,20165,3,Nurse,1,0,0,0,1,0,3,18,Married,No
1297098,59,30,13726,Yes,2,5,21829,2,Therapist,4,3,4,3,3,0,3,13,Single,No
1664278,37,15,4777,No,11,1,14382,1,Nurse,2,0,0,0,1,0,1,15,Married,Yes
1316661,55,17,6385,Yes,18,8,12992,3,Nurse,2,7,6,7,3,2,3,14,Married,No
1633200,41,21,19973,No,7,21,20284,1,Administrative,5,16,5,10,2,2,3,22,Divorced,No
1480769,38,19,6861,Yes,3,1,4981,3,Nurse,2,0,0,0,2,0,3,12,Single,No
1665250,26,7,4969,No,29,2,21813,1,Nurse,2,2,2,2,2,0,3,18,Single,Yes
1476575,52,33,19845,No,2,32,25846,1,Administrative,5,14,6,9,1,1,3,15,Married,No
1580401,44,23,13320,Yes,28,12,11737,4,Nurse,4,11,11,11,4,1,3,18,Married,No
1735028,50,19,6347,No,1,18,24920,3,Nurse,2,7,0,13,4,1,3,12,Married,No
1330619,36,18,2743,No,16,17,8269,4,Nurse,1,13,15,14,3,0,3,16,Single,No
1142212,39,21,10880,Yes,22,21,5083,3,Therapist,3,6,2,8,4,0,3,13,Single,No
1239925,33,3,2342,No,8,2,21437,2,Other,1,2,2,2,2,0,2,19,Single,No
1477537,45,26,17650,No,11,9,5404,3,Administrative,4,3,1,1,4,1,4,13,Married,No
1404854,32,10,4025,No,29,8,11135,3,Nurse,1,7,7,7,4,0,3,12,Single,No
1401928,34,16,9725,No,1,15,12278,4,Nurse,2,1,0,9,2,1,2,11,Divorced,No
1041678,59,14,11904,Yes,1,6,11038,3,Administrative,3,4,0,4,2,1,1,14,Married,No
1568634,45,6,2177,No,24,6,8318,3,Other,1,3,0,4,2,0,3,16,Single,No
1763986,53,30,7525,No,2,15,23537,2,Nurse,3,7,6,12,3,1,3,12,Married,No
1721556,36,9,4834,No,15,1,7858,3,Nurse,2,0,0,0,1,1,2,14,Divorced,No
1631537,26,6,2042,Yes,2,3,15346,3,Other,1,2,1,2,1,1,3,14,Married,Yes
1277508,34,1,2220,Yes,10,1,18410,3,Other,1,1,0,0,3,1,3,19,Married,No
1873017,28,1,1052,No,10,1,23384,3,Other,1,0,0,0,4,0,3,22,Married,No
1776541,38,8,2821,No,3,2,2997,3,Other,1,2,2,2,3,1,3,16,Married,No
1545738,50,29,19237,Yes,2,8,12853,3,Administrative,5,1,7,7,2,1,2,11,Married,No
1775055,37,8,4107,No,3,4,13848,3,Nurse,2,3,0,1,4,0,2,15,Single,No
1087619,40,8,8396,No,26,7,22217,3,Nurse,2,7,7,5,3,1,2,14,Married,No
1409664,26,5,2007,No,1,5,25265,2,Other,1,3,1,3,1,2,3,13,Divorced,No
1206462,46,23,19627,No,1,2,21445,3,Administrative,5,2,2,2,4,2,3,17,Divorced,No
1431621,54,13,10686,No,2,9,8392,2,Nurse,3,4,7,0,3,1,3,11,Married,No
1045879,56,18,2942,No,9,5,12154,3,Other,1,4,0,3,1,1,3,19,Married,No
1619652,36,15,8858,No,12,14,15669,2,Therapist,3,8,7,8,4,0,2,11,Single,No
1828114,55,31,16756,No,2,9,17323,2,Other,4,7,6,2,3,0,4,15,Single,No
1128254,43,18,10798,No,25,1,5268,2,Nurse,3,0,0,0,3,1,3,13,Divorced,No
1084699,20,2,2323,Yes,9,2,17205,3,Other,1,2,0,2,4,0,3,14,Single,Yes
1343829,21,1,1416,No,10,1,17258,2,Nurse,1,0,1,0,3,0,2,13,Single,Yes
1603378,46,19,4615,Yes,8,16,21029,2,Other,2,13,1,7,4,3,3,23,Divorced,No
1720881,51,18,2461,Yes,4,10,10332,3,Other,1,0,2,7,1,3,4,12,Married,No
1748251,28,10,8722,No,24,10,12355,2,Nurse,3,7,1,9,2,0,2,12,Single,No
1740472,26,6,3955,No,1,5,11141,2,Nurse,1,3,1,3,1,2,3,16,Married,No
1825779,30,7,9957,No,20,6,9096,3,Therapist,2,2,0,2,3,1,2,15,Married,No
1221286,41,10,3376,No,7,10,18863,4,Other,1,6,0,8,2,0,3,13,Married,No
1595168,38,20,8823,No,17,19,24608,2,Nurse,3,9,1,9,3,1,2,18,Married,No
1317075,40,14,10322,No,20,11,26542,3,Nurse,3,10,11,1,1,1,3,20,Married,No
1169735,27,3,4621,No,8,3,5869,1,Nurse,1,2,1,2,1,3,3,19,Married,No
1818130,55,23,10976,No,2,3,15813,3,Therapist,3,2,1,2,4,1,3,18,Married,No
1467266,28,10,3660,No,10,8,7909,3,Other,2,7,1,7,3,0,4,13,Single,No
1242796,44,24,10482,No,1,20,2326,2,Other,3,6,3,6,2,1,3,14,Married,No
1116632,33,9,7119,No,5,3,21214,2,Nurse,3,2,1,2,4,1,3,15,Divorced,No
1338800,35,9,9582,Yes,4,8,10333,3,Nurse,3,7,4,7,4,0,3,22,Single,Yes
1823713,33,14,4508,No,29,13,3129,2,Other,2,7,3,8,1,0,3,22,Single,No
1461105,28,4,2207,No,15,4,22482,3,Nurse,1,2,2,2,1,1,2,16,Divorced,No
1714672,34,7,7756,No,3,6,22266,3,Nurse,2,2,0,4,1,0,2,17,Single,No
1264321,37,8,6694,Yes,10,1,24223,2,Nurse,2,0,0,0,4,3,3,14,Divorced,No
1570590,25,7,3691,Yes,4,7,4605,3,Nurse,1,7,5,6,4,1,4,15,Married,No
1417598,26,1,2377,No,21,1,19373,3,Nurse,1,1,0,0,1,1,2,20,Divorced,Yes
1875940,33,5,2313,Yes,25,2,2993,2,Other,1,2,2,2,1,0,3,20,Single,Yes
1815487,42,23,17665,No,2,22,14399,3,Other,4,6,13,7,4,1,3,17,Married,No
1364682,28,1,2596,No,1,1,7160,2,Nurse,1,0,0,0,1,2,3,15,Divorced,No
1150498,50,5,4728,Yes,1,0,17251,3,Nurse,2,0,0,0,4,0,3,14,Single,No
1446684,33,4,4302,No,7,3,13401,3,Nurse,2,2,0,2,4,1,3,17,Married,No
1852842,34,6,2979,No,3,0,22478,2,Other,1,0,0,0,3,3,3,17,Married,No
1554886,48,27,16885,No,1,5,16154,4,Other,4,4,2,1,1,0,2,22,Single,No
1454712,45,15,5593,No,9,15,17970,2,Nurse,2,10,4,12,2,1,3,13,Married,No
1212693,52,18,10445,No,7,8,15322,3,Nurse,3,6,4,0,2,0,3,19,Single,No
1312769,38,9,8740,Yes,10,8,5569,2,Nurse,3,7,2,7,3,2,3,14,Divorced,No
1601148,29,11,2514,No,28,7,26968,3,Other,1,5,1,7,3,1,3,22,Divorced,No
1133211,28,10,7655,No,3,9,8039,3,Therapist,3,7,1,7,4,3,2,17,Divorced,No
1856618,46,23,17465,No,3,12,15596,3,Administrative,4,9,4,9,1,1,3,12,Married,No
1042408,38,10,7351,No,2,1,20619,3,Nurse,3,0,0,0,4,0,3,16,Single,No
1789769,43,18,10820,No,27,8,11535,3,Therapist,3,7,0,1,3,1,3,11,Married,No
1440393,39,21,12169,No,2,18,13547,3,Nurse,4,7,11,5,1,3,3,11,Divorced,No
1091520,40,21,19626,No,14,20,17544,2,Administrative,5,7,4,9,3,0,4,14,Single,No
1818532,21,2,2070,Yes,1,2,25326,2,Other,1,2,2,2,4,0,4,11,Single,Yes
1292995,39,9,6782,No,9,5,8770,3,Nurse,2,4,0,3,3,0,2,15,Single,No
1522372,36,18,7779,No,18,11,23238,3,Therapist,2,9,0,9,1,0,3,20,Single,No
1308397,31,3,2791,No,20,2,21981,4,Other,1,2,2,2,3,1,3,12,Married,No
1138410,28,6,3201,No,2,5,19911,2,Other,1,3,0,4,1,0,1,17,Married,No
1752889,35,5,4968,No,11,5,18500,3,Nurse,2,2,0,2,4,1,3,11,Divorced,No
1425897,49,22,13120,No,8,9,11879,2,Nurse,4,8,2,3,4,1,3,17,Married,No
1719792,34,5,4033,No,2,3,15834,3,Therapist,2,2,0,2,4,0,2,11,Single,No
1377897,29,8,3291,No,10,7,17940,3,Other,1,5,1,1,4,2,2,14,Divorced,No
1692477,42,16,4272,No,29,1,9558,1,Nurse,2,0,0,0,2,0,3,19,Single,No
1618530,29,10,5056,Yes,8,10,17689,2,Therapist,2,7,1,2,2,1,2,15,Married,No
1619491,38,7,2844,No,1,7,6004,4,Other,1,6,5,0,3,1,4,13,Married,No
1321732,28,3,2703,Yes,6,3,22088,2,Other,1,1,0,2,3,1,3,14,Divorced,No
1313694,18,0,1904,No,8,0,13556,3,Nurse,1,0,0,0,3,0,3,12,Single,Yes
1140608,33,6,8224,Yes,9,5,18385,3,Nurse,2,2,0,3,1,0,3,17,Single,Yes
1190899,41,6,4766,Yes,12,1,9051,3,Nurse,1,0,0,0,2,1,3,11,Married,No
1131723,31,2,2610,No,15,2,6233,3,Nurse,1,2,2,2,3,1,2,12,Married,No
1066655,37,9,5731,No,25,6,17171,2,Nurse,2,2,1,3,3,2,3,13,Divorced,No
1061785,27,4,2539,No,6,4,7950,2,Other,1,2,2,2,4,1,3,13,Married,No
1745568,34,6,5714,No,9,6,5829,3,Nurse,2,5,1,3,2,0,2,20,Married,No
1034814,35,6,4323,No,8,5,7108,3,Other,1,4,1,4,3,0,1,17,Single,No
1778989,29,11,7336,No,23,11,11162,2,Nurse,3,8,3,10,4,1,1,13,Married,Yes
1452385,40,20,13499,No,9,18,13782,3,Administrative,3,7,2,13,2,0,2,17,Single,No
1513386,42,22,13758,Yes,12,21,2447,3,Nurse,4,9,13,14,3,0,2,12,Single,No
1812528,42,9,5155,No,4,6,2253,3,Nurse,2,4,1,5,2,0,4,13,Single,No
1479961,35,10,2258,No,1,8,16340,2,Nurse,1,0,1,7,4,1,3,12,Married,No
1446497,24,6,3597,No,24,4,6409,3,Nurse,1,3,1,2,4,0,3,22,Single,No
1340549,28,1,2515,Yes,12,1,22955,3,Nurse,1,1,0,0,3,0,2,11,Married,Yes
1588632,26,8,4420,No,3,8,13421,4,Nurse,1,7,0,7,1,1,3,22,Married,No
1499676,30,10,6578,No,10,10,2706,2,Nurse,2,3,1,4,3,1,3,18,Married,No
1849677,40,16,4422,Yes,26,1,21203,2,Other,2,1,0,0,3,1,1,13,Married,No
1209446,35,15,10274,No,2,7,19588,2,Therapist,3,7,6,4,3,1,4,18,Divorced,No
1098841,34,14,5343,No,1,13,25755,2,Nurse,2,9,4,9,4,0,3,20,Single,No
1871555,35,2,2376,No,4,2,26537,2,Nurse,1,2,2,2,4,1,4,13,Married,No
1405213,43,7,5346,No,9,4,9489,1,Nurse,2,3,1,3,1,0,2,13,Single,Yes
1089994,32,1,2827,No,2,1,14947,3,Other,1,0,0,0,3,3,3,12,Divorced,No
1710657,56,28,19943,No,4,5,18575,3,Other,5,2,4,2,4,1,3,13,Divorced,No
